config_id,tag,samples,gpu_allocated_gb_mean,gpu_allocated_gb_stdev,gpu_reserved_gb_mean,gpu_reserved_gb_stdev,gpu_peak_allocated_gb_mean,gpu_peak_allocated_gb_stdev,gpu_peak_reserved_gb_mean,gpu_peak_reserved_gb_stdev,gpu_device_used_gb_mean,gpu_device_used_gb_stdev,cpu_rss_gb_mean,cpu_rss_gb_stdev,gpu_active_gb_mean,gpu_active_gb_stdev,gpu_inactive_split_gb_mean,gpu_inactive_split_gb_stdev,gpu_allocation_retries_mean,gpu_allocation_retries_stdev,gpu_oom_count_mean,gpu_oom_count_stdev
FP32-FINAL-CPU-BEST,actor_backward_end,90,5.76889181137085,0.0,10.11328125,0.0,8.377046585083008,0.0,10.11328125,0.0,10.4464111328125,0.0,40.169038433498805,0.03773585906329235,5.76889181137085,0.0,0.10806131362915039,0.0,0.0,0.0,0.0,0.0
FP32-FINAL-CPU-BEST,actor_forward_end,90,6.344898700714111,0.0,6.5859375,0.0,6.381992816925049,0.0,6.5859375,0.0,6.9190673828125,0.0,35.116509119669594,0.15963815752937532,6.344898700714111,0.0,0.11799192428588867,0.0,0.0,0.0,0.0,0.0
FP32-FINAL-CPU-BEST,actor_forward_start,90,5.768864154815674,0.0,5.876953125,0.0,5.768864154815674,0.0,5.876953125,0.0,6.2100830078125,0.0,35.11855663723416,0.15973400930531673,5.768864154815674,0.0,0.10808897018432617,0.0,0.0,0.0,0.0,0.0
FP32-FINAL-CPU-BEST,actor_optimizer_end,90,5.768880367279053,0.0,10.11328125,0.0,8.377046585083008,0.0,10.11328125,0.0,10.4464111328125,0.0,35.13738093905979,0.16060939069429933,5.768880367279053,0.0,0.10807275772094727,0.0,0.0,0.0,0.0,0.0
FP32-FINAL-CPU-BEST,actor_optimizer_start,90,5.768880367279053,0.0,10.11328125,0.0,8.377046585083008,0.0,10.11328125,0.0,10.4464111328125,0.0,40.169038433498805,0.03773585906329235,5.768880367279053,0.0,0.10807275772094727,0.0,0.0,0.0,0.0,0.0
FP32-FINAL-CPU-BEST,actor_update_cleanup,90,5.768880367279053,0.0,10.11328125,0.0,8.377046585083008,0.0,10.11328125,0.0,10.4464111328125,0.0,35.13738093905979,0.16060939069429933,5.768880367279053,0.0,0.10807275772094727,0.0,0.0,0.0,0.0,0.0
FP32-FINAL-CPU-BEST,actor_update_policy_start,90,5.768864154815674,0.0,5.876953125,0.0,5.768864154815674,0.0,5.876953125,0.0,6.2100830078125,0.0,35.11855663723416,0.15973400930531673,5.768864154815674,0.0,0.10808897018432617,0.0,0.0,0.0,0.0,0.0
