run_id,config_id,repeat,status,ref_param,actor_optimizer,cpu_optimizer,activation,actor_param,step,measured,phase,phase_complete,phase_duration_s,snapshot_count,start_tag,end_tag,start_gpu_allocated_gb,end_gpu_allocated_gb,peak_gpu_allocated_gb,end_minus_start_gpu_allocated_gb,start_gpu_reserved_gb,end_gpu_reserved_gb,peak_gpu_reserved_gb,end_minus_start_gpu_reserved_gb,start_gpu_device_used_gb,end_gpu_device_used_gb,peak_gpu_device_used_gb,end_minus_start_gpu_device_used_gb,start_cpu_rss_gb,end_cpu_rss_gb,peak_cpu_rss_gb,end_minus_start_cpu_rss_gb,allocator_peak_allocated_gb,allocator_peak_reserved_gb,allocated_released_from_peak_gb,reserved_released_from_peak_gb
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,3,True,reference_log_prob,True,1.6124290972948074,4,before_reference_log_prob,after_reference_offload,0.017822265625,0.01784801483154297,5.768889904022217,2.574920654296875e-05,0.068359375,0.068359375,6.044921875,0.0,0.4014892578125,0.4014892578125,6.3780517578125,0.0,34.92704772949219,34.92704772949219,34.92704772949219,0.0,5.915378093719482,6.044921875,5.8975300788879395,5.9765625
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,3,True,rollout,True,4.998789668083191,3,before_rollout,after_rollout_cleanup,0.017827987670898438,5.768869876861572,5.768892765045166,5.751041889190674,0.068359375,5.876953125,5.900390625,5.80859375,0.4014892578125,6.2100830078125,6.2335205078125,5.80859375,34.92704772949219,34.92704772949219,34.92704772949219,0.0,5.814423084259033,5.94140625,0.04555320739746094,0.064453125
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,4,True,actor_log_prob,True,1.1112277694046497,2,before_actor_log_prob,after_actor_log_prob,5.768864154815674,0.01784801483154297,5.768864154815674,-5.751016139984131,5.876953125,0.068359375,5.876953125,-5.80859375,6.2100830078125,0.4014892578125,6.2100830078125,-5.80859375,34.927696228027344,34.927696228027344,34.927696228027344,0.0,5.952487945556641,6.08203125,5.934639930725098,6.013671875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,4,True,actor_update,True,18.1780346930027,11,before_actor_load,after_actor_offload,0.017822265625,0.017822265625,6.344898700714111,0.0,0.068359375,0.06640625,10.11328125,-0.001953125,0.4014892578125,0.3995361328125,10.4464111328125,-0.001953125,34.927696228027344,34.98971939086914,40.183433532714844,0.062023162841796875,8.377046585083008,10.11328125,8.359224319458008,10.046875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,4,True,reference_log_prob,True,1.6063317768275738,4,before_reference_log_prob,after_reference_offload,0.017822265625,0.01784801483154297,5.768889904022217,2.574920654296875e-05,0.068359375,0.068359375,6.044921875,0.0,0.4014892578125,0.4014892578125,6.3780517578125,0.0,34.927696228027344,34.927696228027344,34.927696228027344,0.0,5.915378093719482,6.044921875,5.8975300788879395,5.9765625
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,4,True,rollout,True,5.054702498018742,3,before_rollout,after_rollout_cleanup,0.017827987670898438,5.768869876861572,5.768892765045166,5.751041889190674,0.068359375,5.876953125,5.900390625,5.80859375,0.4014892578125,6.2100830078125,6.2335205078125,5.80859375,34.927574157714844,34.927574157714844,34.927574157714844,0.0,5.814423084259033,5.94140625,0.04555320739746094,0.064453125
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,5,True,actor_log_prob,True,1.0971171781420708,2,before_actor_log_prob,after_actor_log_prob,5.768864154815674,0.01784801483154297,5.768864154815674,-5.751016139984131,5.876953125,0.068359375,5.876953125,-5.80859375,6.2100830078125,0.4014892578125,6.2100830078125,-5.80859375,34.98984146118164,34.98984146118164,34.98984146118164,0.0,5.952487945556641,6.08203125,5.934639930725098,6.013671875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,5,True,actor_update,True,18.13764863461256,11,before_actor_load,after_actor_offload,0.017822265625,0.017822265625,6.344898700714111,0.0,0.068359375,0.06640625,10.11328125,-0.001953125,0.4014892578125,0.3995361328125,10.4464111328125,-0.001953125,34.98984146118164,34.91991424560547,40.15903091430664,-0.06992721557617188,8.377046585083008,10.11328125,8.359224319458008,10.046875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,5,True,reference_log_prob,True,1.6088823787868023,4,before_reference_log_prob,after_reference_offload,0.017822265625,0.01784801483154297,5.768889904022217,2.574920654296875e-05,0.068359375,0.068359375,6.044921875,0.0,0.4014892578125,0.4014892578125,6.3780517578125,0.0,34.98984146118164,34.98984146118164,34.98984146118164,0.0,5.915378093719482,6.044921875,5.8975300788879395,5.9765625
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,5,True,rollout,True,5.005866050720215,3,before_rollout,after_rollout_cleanup,0.017827987670898438,5.768869876861572,5.768892765045166,5.751041889190674,0.068359375,5.876953125,5.900390625,5.80859375,0.4014892578125,6.2100830078125,6.2335205078125,5.80859375,34.98984146118164,34.98984146118164,34.98984146118164,0.0,5.814423084259033,5.94140625,0.04555320739746094,0.064453125
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,6,True,actor_log_prob,True,1.1063732206821442,2,before_actor_log_prob,after_actor_log_prob,5.768864154815674,0.01784801483154297,5.768864154815674,-5.751016139984131,5.876953125,0.068359375,5.876953125,-5.80859375,6.2100830078125,0.4014892578125,6.2100830078125,-5.80859375,34.92003631591797,34.92003631591797,34.92003631591797,0.0,5.952487945556641,6.08203125,5.934639930725098,6.013671875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,6,True,actor_update,True,18.16777440905571,11,before_actor_load,after_actor_offload,0.017822265625,0.017822265625,6.344898700714111,0.0,0.068359375,0.06640625,10.11328125,-0.001953125,0.4014892578125,0.3995361328125,10.4464111328125,-0.001953125,34.92003631591797,34.99056625366211,40.19310760498047,0.07052993774414062,8.377046585083008,10.11328125,8.359224319458008,10.046875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,6,True,reference_log_prob,True,1.6181263215839863,4,before_reference_log_prob,after_reference_offload,0.017822265625,0.01784801483154297,5.768889904022217,2.574920654296875e-05,0.068359375,0.068359375,6.044921875,0.0,0.4014892578125,0.4014892578125,6.3780517578125,0.0,34.92003631591797,34.92003631591797,34.92003631591797,0.0,5.915378093719482,6.044921875,5.8975300788879395,5.9765625
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,6,True,rollout,True,5.000637877732515,3,before_rollout,after_rollout_cleanup,0.017827987670898438,5.768869876861572,5.768892765045166,5.751041889190674,0.068359375,5.876953125,5.900390625,5.80859375,0.4014892578125,6.2100830078125,6.2335205078125,5.80859375,34.91991424560547,34.91991424560547,34.91991424560547,0.0,5.814423084259033,5.94140625,0.04555320739746094,0.064453125
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,7,True,actor_log_prob,True,1.091242704540491,2,before_actor_log_prob,after_actor_log_prob,5.768864154815674,0.01784801483154297,5.768864154815674,-5.751016139984131,5.876953125,0.068359375,5.876953125,-5.80859375,6.2100830078125,0.4014892578125,6.2100830078125,-5.80859375,34.99056625366211,34.99056625366211,34.99056625366211,0.0,5.952487945556641,6.08203125,5.934639930725098,6.013671875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,7,True,actor_update,True,17.95293541625142,11,before_actor_load,after_actor_offload,0.017822265625,0.017822265625,6.344898700714111,0.0,0.068359375,0.06640625,10.11328125,-0.001953125,0.4014892578125,0.3995361328125,10.4464111328125,-0.001953125,34.99056625366211,34.99115753173828,40.202415466308594,0.000591278076171875,8.377046585083008,10.11328125,8.359224319458008,10.046875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,7,True,reference_log_prob,True,1.6162259578704834,4,before_reference_log_prob,after_reference_offload,0.017822265625,0.01784801483154297,5.768889904022217,2.574920654296875e-05,0.068359375,0.068359375,6.044921875,0.0,0.4014892578125,0.4014892578125,6.3780517578125,0.0,34.99056625366211,34.99056625366211,34.99056625366211,0.0,5.915378093719482,6.044921875,5.8975300788879395,5.9765625
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,7,True,rollout,True,5.017451822757721,3,before_rollout,after_rollout_cleanup,0.017827987670898438,5.768869876861572,5.768892765045166,5.751041889190674,0.068359375,5.876953125,5.900390625,5.80859375,0.4014892578125,6.2100830078125,6.2335205078125,5.80859375,34.99056625366211,34.99056625366211,34.99056625366211,0.0,5.814423084259033,5.94140625,0.04555320739746094,0.064453125
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,8,True,actor_log_prob,True,1.0947124399244785,2,before_actor_log_prob,after_actor_log_prob,5.768864154815674,0.01784801483154297,5.768864154815674,-5.751016139984131,5.876953125,0.068359375,5.876953125,-5.80859375,6.2100830078125,0.4014892578125,6.2100830078125,-5.80859375,34.99115753173828,34.99115753173828,34.99115753173828,0.0,5.952487945556641,6.08203125,5.934639930725098,6.013671875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,8,True,actor_update,True,18.044945284724236,11,before_actor_load,after_actor_offload,0.017822265625,0.017822265625,6.344898700714111,0.0,0.068359375,0.06640625,10.11328125,-0.001953125,0.4014892578125,0.3995361328125,10.4464111328125,-0.001953125,34.929630279541016,34.991493225097656,40.185245513916016,0.061862945556640625,8.377046585083008,10.11328125,8.359224319458008,10.046875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,8,True,reference_log_prob,True,1.618682362139225,4,before_reference_log_prob,after_reference_offload,0.017822265625,0.01784801483154297,5.768889904022217,2.574920654296875e-05,0.068359375,0.068359375,6.044921875,0.0,0.4014892578125,0.4014892578125,6.3780517578125,0.0,34.929630279541016,34.929630279541016,34.929630279541016,0.0,5.915378093719482,6.044921875,5.8975300788879395,5.9765625
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,8,True,rollout,True,4.985874727368355,3,before_rollout,after_rollout_cleanup,0.017827987670898438,5.768869876861572,5.768892765045166,5.751041889190674,0.068359375,5.876953125,5.900390625,5.80859375,0.4014892578125,6.2100830078125,6.2335205078125,5.80859375,34.99115753173828,34.99115753173828,34.99115753173828,0.0,5.814423084259033,5.94140625,0.04555320739746094,0.064453125
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,9,True,actor_log_prob,True,1.082887452095747,2,before_actor_log_prob,after_actor_log_prob,5.768864154815674,0.01784801483154297,5.768864154815674,-5.751016139984131,5.876953125,0.068359375,5.876953125,-5.80859375,6.2100830078125,0.4014892578125,6.2100830078125,-5.80859375,34.991493225097656,34.991493225097656,34.991493225097656,0.0,5.952487945556641,6.08203125,5.934639930725098,6.013671875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,9,True,actor_update,True,18.15031909197569,11,before_actor_load,after_actor_offload,0.017822265625,0.017822265625,6.344898700714111,0.0,0.068359375,0.06640625,10.11328125,-0.001953125,0.4014892578125,0.3995361328125,10.4464111328125,-0.001953125,34.991493225097656,34.98323440551758,40.160560607910156,-0.008258819580078125,8.377046585083008,10.11328125,8.359224319458008,10.046875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,9,True,reference_log_prob,True,1.6140383295714855,4,before_reference_log_prob,after_reference_offload,0.017822265625,0.01784801483154297,5.768889904022217,2.574920654296875e-05,0.068359375,0.068359375,6.044921875,0.0,0.4014892578125,0.4014892578125,6.3780517578125,0.0,34.991493225097656,34.991493225097656,34.991493225097656,0.0,5.915378093719482,6.044921875,5.8975300788879395,5.9765625
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,9,True,rollout,True,5.077002555131912,3,before_rollout,after_rollout_cleanup,0.017827987670898438,5.768869876861572,5.768892765045166,5.751041889190674,0.068359375,5.876953125,5.900390625,5.80859375,0.4014892578125,6.2100830078125,6.2335205078125,5.80859375,34.991493225097656,34.991493225097656,34.991493225097656,0.0,5.814423084259033,5.94140625,0.04555320739746094,0.064453125
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,10,True,actor_log_prob,True,1.131897211074829,2,before_actor_log_prob,after_actor_log_prob,5.768864154815674,0.01784801483154297,5.768864154815674,-5.751016139984131,5.876953125,0.068359375,5.876953125,-5.80859375,6.2100830078125,0.4014892578125,6.2100830078125,-5.80859375,34.98335647583008,34.98335647583008,34.98335647583008,0.0,5.952487945556641,6.08203125,5.934639930725098,6.013671875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,10,True,actor_update,True,17.968465015292168,11,before_actor_load,after_actor_offload,0.017822265625,0.017822265625,6.344898700714111,0.0,0.068359375,0.06640625,10.11328125,-0.001953125,0.4014892578125,0.3995361328125,10.4464111328125,-0.001953125,34.98335647583008,34.93113327026367,40.17024612426758,-0.05222320556640625,8.377046585083008,10.11328125,8.359224319458008,10.046875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,10,True,reference_log_prob,True,1.6140256077051163,4,before_reference_log_prob,after_reference_offload,0.017822265625,0.01784801483154297,5.768889904022217,2.574920654296875e-05,0.068359375,0.068359375,6.044921875,0.0,0.4014892578125,0.4014892578125,6.3780517578125,0.0,34.98335647583008,34.98335647583008,34.98335647583008,0.0,5.915378093719482,6.044921875,5.8975300788879395,5.9765625
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,10,True,rollout,True,5.0415005795657635,3,before_rollout,after_rollout_cleanup,0.017827987670898438,5.768869876861572,5.768892765045166,5.751041889190674,0.068359375,5.876953125,5.900390625,5.80859375,0.4014892578125,6.2100830078125,6.2335205078125,5.80859375,34.98323440551758,34.98323440551758,34.98323440551758,0.0,5.814423084259033,5.94140625,0.04555320739746094,0.064453125
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,11,True,actor_log_prob,True,1.2533957436680794,2,before_actor_log_prob,after_actor_log_prob,5.768864154815674,0.01784801483154297,5.768864154815674,-5.751016139984131,5.876953125,0.068359375,5.876953125,-5.80859375,6.2100830078125,0.4014892578125,6.2100830078125,-5.80859375,34.93113327026367,34.93113327026367,34.93113327026367,0.0,5.952487945556641,6.08203125,5.934639930725098,6.013671875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,11,True,actor_update,True,18.016462221741676,11,before_actor_load,after_actor_offload,0.017822265625,0.017822265625,6.344898700714111,0.0,0.068359375,0.06640625,10.11328125,-0.001953125,0.4014892578125,0.3995361328125,10.4464111328125,-0.001953125,34.93113327026367,34.93114471435547,40.17795944213867,1.1444091796875e-05,8.377046585083008,10.11328125,8.359224319458008,10.046875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,11,True,reference_log_prob,True,1.6111309565603733,4,before_reference_log_prob,after_reference_offload,0.017822265625,0.01784801483154297,5.768889904022217,2.574920654296875e-05,0.068359375,0.068359375,6.044921875,0.0,0.4014892578125,0.4014892578125,6.3780517578125,0.0,34.93113327026367,34.93113327026367,34.93113327026367,0.0,5.915378093719482,6.044921875,5.8975300788879395,5.9765625
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,11,True,rollout,True,5.001965746283531,3,before_rollout,after_rollout_cleanup,0.017827987670898438,5.768869876861572,5.768892765045166,5.751041889190674,0.068359375,5.876953125,5.900390625,5.80859375,0.4014892578125,6.2100830078125,6.2335205078125,5.80859375,34.93113327026367,34.93113327026367,34.93113327026367,0.0,5.814423084259033,5.94140625,0.04555320739746094,0.064453125
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,12,True,actor_log_prob,True,1.100290834903717,2,before_actor_log_prob,after_actor_log_prob,5.768864154815674,0.01784801483154297,5.768864154815674,-5.751016139984131,5.876953125,0.068359375,5.876953125,-5.80859375,6.2100830078125,0.4014892578125,6.2100830078125,-5.80859375,34.93114471435547,34.93114471435547,34.93114471435547,0.0,5.952487945556641,6.08203125,5.934639930725098,6.013671875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,12,True,actor_update,True,18.11986856162548,11,before_actor_load,after_actor_offload,0.017822265625,0.017822265625,6.344898700714111,0.0,0.068359375,0.06640625,10.11328125,-0.001953125,0.4014892578125,0.3995361328125,10.4464111328125,-0.001953125,34.93126678466797,34.931278228759766,40.16905975341797,1.1444091796875e-05,8.377046585083008,10.11328125,8.359224319458008,10.046875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,12,True,reference_log_prob,True,1.6021502278745174,4,before_reference_log_prob,after_reference_offload,0.017822265625,0.01784801483154297,5.768889904022217,2.574920654296875e-05,0.068359375,0.068359375,6.044921875,0.0,0.4014892578125,0.4014892578125,6.3780517578125,0.0,34.93114471435547,34.93114471435547,34.93114471435547,0.0,5.915378093719482,6.044921875,5.8975300788879395,5.9765625
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,12,True,rollout,True,4.975841868668795,3,before_rollout,after_rollout_cleanup,0.017827987670898438,5.768869876861572,5.768892765045166,5.751041889190674,0.068359375,5.876953125,5.900390625,5.80859375,0.4014892578125,6.2100830078125,6.2335205078125,5.80859375,34.93114471435547,34.93114471435547,34.93114471435547,0.0,5.814423084259033,5.94140625,0.04555320739746094,0.064453125
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,13,True,actor_log_prob,True,1.096888430416584,2,before_actor_log_prob,after_actor_log_prob,5.768864154815674,0.01784801483154297,5.768864154815674,-5.751016139984131,5.876953125,0.068359375,5.876953125,-5.80859375,6.2100830078125,0.4014892578125,6.2100830078125,-5.80859375,34.931278228759766,34.931278228759766,34.931278228759766,0.0,5.952487945556641,6.08203125,5.934639930725098,6.013671875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,13,True,actor_update,True,17.896302331238985,11,before_actor_load,after_actor_offload,0.017822265625,0.017822265625,6.344898700714111,0.0,0.068359375,0.06640625,10.11328125,-0.001953125,0.4014892578125,0.3995361328125,10.4464111328125,-0.001953125,34.931400299072266,34.93159103393555,40.169071197509766,0.00019073486328125,8.377046585083008,10.11328125,8.359224319458008,10.046875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,13,True,reference_log_prob,True,1.782480351626873,4,before_reference_log_prob,after_reference_offload,0.017822265625,0.01784801483154297,5.768889904022217,2.574920654296875e-05,0.068359375,0.068359375,6.044921875,0.0,0.4014892578125,0.4014892578125,6.3780517578125,0.0,34.931278228759766,34.931278228759766,34.931278228759766,0.0,5.915378093719482,6.044921875,5.8975300788879395,5.9765625
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,13,True,rollout,True,4.998880073428154,3,before_rollout,after_rollout_cleanup,0.017827987670898438,5.768869876861572,5.768892765045166,5.751041889190674,0.068359375,5.876953125,5.900390625,5.80859375,0.4014892578125,6.2100830078125,6.2335205078125,5.80859375,34.931278228759766,34.931278228759766,34.931278228759766,0.0,5.814423084259033,5.94140625,0.04555320739746094,0.064453125
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,14,True,actor_log_prob,True,1.0872216895222664,2,before_actor_log_prob,after_actor_log_prob,5.768864154815674,0.01784801483154297,5.768864154815674,-5.751016139984131,5.876953125,0.068359375,5.876953125,-5.80859375,6.2100830078125,0.4014892578125,6.2100830078125,-5.80859375,34.93159103393555,34.93159103393555,34.93159103393555,0.0,5.952487945556641,6.08203125,5.934639930725098,6.013671875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,14,True,actor_update,True,18.05727158114314,11,before_actor_load,after_actor_offload,0.017822265625,0.017822265625,6.344898700714111,0.0,0.068359375,0.06640625,10.11328125,-0.001953125,0.4014892578125,0.3995361328125,10.4464111328125,-0.001953125,34.93159103393555,34.931644439697266,40.16950607299805,5.340576171875e-05,8.377046585083008,10.11328125,8.359224319458008,10.046875
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,14,True,reference_log_prob,True,1.6110092662274837,4,before_reference_log_prob,after_reference_offload,0.017822265625,0.01784801483154297,5.768889904022217,2.574920654296875e-05,0.068359375,0.068359375,6.044921875,0.0,0.4014892578125,0.4014892578125,6.3780517578125,0.0,34.93159103393555,34.93159103393555,34.93159103393555,0.0,5.915378093719482,6.044921875,5.8975300788879395,5.9765625
FP32-FINAL-CPU-BEST-r1,FP32-FINAL-CPU-BEST,1,ok,True,False,False,False,True,14,True,rollout,True,4.985562041401863,3,before_rollout,after_rollout_cleanup,0.017827987670898438,5.768869876861572,5.768892765045166,5.751041889190674,0.068359375,5.876953125,5.900390625,5.80859375,0.4014892578125,6.2100830078125,6.2335205078125,5.80859375,34.93159103393555,34.93159103393555,34.93159103393555,0.0,5.814423084259033,5.94140625,0.04555320739746094,0.064453125
